id,budget,genres,keywords,original_language,popularity,release_date,revenue,runtime,tagline,title,score,vote_count
201,60000000,"['Science Fiction', 'Action', 'Adventure', 'Thriller']","[{""id"": 402, ""name"": ""clone""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 502, ""name"": ""ambush""}, {""id"": 503, ""name"": ""federation""}, {""id"": 505, ""name"": ""starfleet""}, {""id"": 671, ""name"": ""enterprise-e""}, {""id"": 768, ""name"": ""romulus""}, {""id"": 803, ""name"": ""android""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 161176, ""name"": ""space opera""}]",en,21.605533,2002-12-13,67312826,117.0,A generation's final journey... begins.,Star Trek: Nemesis,6.1,479
203,500000,"['Drama', 'Crime']","[{""id"": 1944, ""name"": ""epilepsy""}, {""id"": 2236, ""name"": ""protection money""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11436, ""name"": ""redemption""}]",en,17.002096,1973-10-02,3000000,110.0,You don't make up for your sins in church. You do it in the streets...,Mean Streets,7.2,345
205,17500000,"['Drama', 'History', 'War']","[{""id"": 971, ""name"": ""rwanda""}, {""id"": 972, ""name"": ""refugee""}, {""id"": 973, ""name"": ""refugee camp""}, {""id"": 1550, ""name"": ""militia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10089, ""name"": ""slaughter""}, {""id"": 10877, ""name"": ""dead body""}, {""id"": 11872, ""name"": ""atrocity""}, {""id"": 13069, ""name"": ""african""}, {""id"": 14624, ""name"": ""cruelty""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15053, ""name"": ""united nations""}, {""id"": 33617, ""name"": ""genocide in rwanda""}, {""id"": 34079, ""name"": ""death""}]",en,28.60542,2004-09-11,38000000,121.0,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,793
207,16400000,['Drama'],"[{""id"": 30, ""name"": ""individual""}, {""id"": 490, ""name"": ""philosophy""}, {""id"": 496, ""name"": ""poetry""}, {""id"": 497, ""name"": ""shakespeare""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 226128, ""name"": ""filmes focados em um professor""}]",en,55.458584,1989-06-02,235860116,129.0,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,8.1,2705
214,10000000,"['Horror', 'Thriller', 'Crime']","[{""id"": 879, ""name"": ""brain tumor""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3407, ""name"": ""suffocation""}, {""id"": 157512, ""name"": ""mutilation""}, {""id"": 157513, ""name"": ""severed foot""}, {""id"": 157514, ""name"": ""famous theme""}, {""id"": 157515, ""name"": ""shot in the face""}]",en,33.124871,2006-10-27,163876815,108.0,Suffering? You Haven't Seen Anything Yet...,Saw III,6.1,1071
215,4000000,['Horror'],"[{""id"": 483, ""name"": ""riddle""}, {""id"": 10714, ""name"": ""serial killer""}]",en,42.187986,2005-10-28,152925093,92.0,Oh Yes... There Will Be Blood.,Saw II,6.3,1251
217,185000000,"['Adventure', 'Action']","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 1547, ""name"": ""mexico city""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 4276, ""name"": ""machinegun""}, {""id"": 4939, ""name"": ""alien phenomenons""}, {""id"": 5566, ""name"": ""maya civilization""}, {""id"": 5967, ""name"": ""peru""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9830, ""name"": ""nuclear explosion""}, {""id"": 18524, ""name"": ""refrigerator""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,75.674458,2008-05-21,786636033,122.0,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495
218,6400000,"['Action', 'Thriller', 'Science Fiction']","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18069, ""name"": ""laser gun""}, {""id"": 33556, ""name"": ""urban setting""}, {""id"": 162484, ""name"": ""future war""}]",en,74.234793,1984-10-26,78371200,108.0,Your future is in his hands.,The Terminator,7.3,4128
219,12899867,"['Comedy', 'Drama', 'Romance']","[{""id"": 516, ""name"": ""child abuse""}, {""id"": 570, ""name"": ""rape""}, {""id"": 657, ""name"": ""fire""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 744, ""name"": ""madrid""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1571, ""name"": ""return""}, {""id"": 1577, ""name"": ""solidarity""}, {""id"": 5331, ""name"": ""village""}, {""id"": 6156, ""name"": ""superstition""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 34079, ""name"": ""death""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 212642, ""name"": ""abusive father""}]",es,19.747809,2006-03-16,85582407,121.0,Return.,Volver,7.3,406
223,1288000,"['Drama', 'Mystery']","[{""id"": 660, ""name"": ""monte carlo""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 8079, ""name"": ""cornwall""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 14769, ""name"": ""devotion""}, {""id"": 17997, ""name"": ""housekeeper""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155881, ""name"": ""estate""}, {""id"": 188990, ""name"": ""costume party""}, {""id"": 195402, ""name"": ""film noir""}, {""id"": 228602, ""name"": ""second wife""}]",en,18.426825,1940-04-12,6000000,130.0,The shadow of this woman darkened their love.,Rebecca,7.7,336
226,2000000,"['Crime', 'Drama']","[{""id"": 570, ""name"": ""rape""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1284, ""name"": ""identity""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10984, ""name"": ""true""}, {""id"": 17975, ""name"": ""transgender""}, {""id"": 18047, ""name"": ""anger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191008, ""name"": ""nebraska""}, {""id"": 205733, ""name"": ""small town murder""}, {""id"": 208799, ""name"": ""transphobia""}, {""id"": 210039, ""name"": ""gender identity""}]",en,15.557144,1999-09-02,11540607,118.0,A true story about finding the courage to be yourself.,Boys Don't Cry,7.2,353
227,10000000,"['Crime', 'Drama']","[{""id"": 542, ""name"": ""street gang""}, {""id"": 6272, ""name"": ""children's home""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 14857, ""name"": ""juvenile delinquent""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,13.455373,1983-03-25,33697647,91.0,They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.,The Outsiders,6.9,291
231,50000000,"['Drama', 'Thriller']","[{""id"": 139, ""name"": ""anti terror""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 589, ""name"": ""lebanon""}, {""id"": 591, ""name"": ""cia""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 593, ""name"": ""globalization""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 1242, ""name"": ""war against terror""}, {""id"": 1269, ""name"": ""energy policy""}, {""id"": 5175, ""name"": ""petrol""}]",en,16.871194,2005-11-23,94000000,128.0,Everything is connected.,Syriana,6.3,451
235,8000000,"['Crime', 'Drama']","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 169875, ""name"": ""railroad track""}, {""id"": 169878, ""name"": ""story within the story""}, {""id"": 169885, ""name"": ""\u00a0flipping coin""}, {""id"": 169886, ""name"": ""campfire story""}, {""id"": 169887, ""name"": ""reference to superman""}, {""id"": 169895, ""name"": ""normandy beach""}, {""id"": 208349, ""name"": ""child""}, {""id"": 208611, ""name"": ""1950s""}, {""id"": 216919, ""name"": ""boys""}]",en,51.109279,1986-08-22,52287414,89.0,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,7.8,1522
238,6000000,"['Drama', 'Crime']","[{""id"": 131, ""name"": ""italy""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 4677, ""name"": ""patriarch""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11590, ""name"": ""italian american""}, {""id"": 33421, ""name"": ""crime family""}, {""id"": 165725, ""name"": ""rise to power""}, {""id"": 166462, ""name"": ""mob boss""}, {""id"": 207883, ""name"": ""1940s""}]",en,143.659698,1972-03-14,245066411,175.0,An offer you can't refuse.,The Godfather,8.4,5893
239,2883848,"['Comedy', 'Romance']","[{""id"": 520, ""name"": ""chicago""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 12090, ""name"": ""cross dressing""}, {""id"": 33624, ""name"": ""band""}, {""id"": 160395, ""name"": ""spats""}, {""id"": 160396, ""name"": ""all girl band""}, {""id"": 160397, ""name"": ""st. valentine's day massacre""}, {""id"": 160400, ""name"": ""sugar""}, {""id"": 160404, ""name"": ""valentine's day""}, {""id"": 160406, ""name"": ""dressing""}]",en,39.30982,1959-03-18,25000000,122.0,The movie too HOT for words!,Some Like It Hot,8.0,808
240,13000000,"['Drama', 'Crime']","[{""id"": 700, ""name"": ""italo-american""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 156024, ""name"": ""corrupt politician""}, {""id"": 158261, ""name"": ""bloody body of child""}, {""id"": 187788, ""name"": ""man punches woman""}]",en,105.792936,1974-12-20,47542841,200.0,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3338
242,54000000,"['Crime', 'Drama', 'Thriller']","[{""id"": 131, ""name"": ""italy""}, {""id"": 186, ""name"": ""christianity""}, {""id"": 242, ""name"": ""new york""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 717, ""name"": ""pope""}, {""id"": 718, ""name"": ""confession""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 10909, ""name"": ""lawyer""}]",en,59.194915,1990-12-24,136766062,162.0,All the power on earth can't change destiny.,The Godfather: Part III,7.1,1546
243,30000000,"['Comedy', 'Drama', 'Romance', 'Music']","[{""id"": 520, ""name"": ""chicago""}, {""id"": 532, ""name"": ""music record""}, {""id"": 578, ""name"": ""rock and roll""}, {""id"": 633, ""name"": ""record store""}, {""id"": 634, ""name"": ""soul""}, {""id"": 635, ""name"": ""disc jockey""}, {""id"": 637, ""name"": ""pop""}, {""id"": 638, ""name"": ""bruce frederick joseph springsteen""}, {""id"": 639, ""name"": ""record collection""}]",en,23.982956,2000-03-17,47126295,113.0,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,7.0,628
245,27000000,"['Drama', 'Comedy', 'Romance']","[{""id"": 212, ""name"": ""london england""}, {""id"": 578, ""name"": ""rock and roll""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 897, ""name"": ""rap music""}, {""id"": 1338, ""name"": ""bachelor""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9457, ""name"": ""single""}]",en,28.227984,2002-04-26,129000000,101.0,One ordinary couple. One little white lie.,About a Boy,6.6,607
248,2900000,"['Comedy', 'Drama']","[{""id"": 419, ""name"": ""dude""}, {""id"": 947, ""name"": ""prohibition""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33673, ""name"": ""apple""}, {""id"": 157904, ""name"": ""luck""}, {""id"": 162752, ""name"": ""dowager""}, {""id"": 165282, ""name"": ""high society""}, {""id"": 214548, ""name"": ""1930s""}]",en,3.370225,1961-12-18,5000000,136.0,You have to see it to believe it!,Pocketful of Miracles,7.3,25
251,22000000,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","[{""id"": 417, ""name"": ""corruption""}, {""id"": 663, ""name"": ""fortune teller""}, {""id"": 881, ""name"": ""money transfer""}, {""id"": 975, ""name"": ""money laundering""}, {""id"": 1553, ""name"": ""pottery""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 210530, ""name"": ""spiritism""}]",en,41.967005,1990-07-12,505000000,127.0,A love that will last forever.,Ghost,6.9,1339
252,3000000,"['Family', 'Fantasy']","[{""id"": 715, ""name"": ""chocolate""}, {""id"": 730, ""name"": ""factory worker""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 985, ""name"": ""candy""}, {""id"": 986, ""name"": ""tv addicted person""}, {""id"": 987, ""name"": ""overweight child""}, {""id"": 1158, ""name"": ""grandfather grandson relationship""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10508, ""name"": ""teacher""}]",en,23.981601,1971-06-29,4000000,100.0,It's Scrumdiddlyumptious!,Willy Wonka & the Chocolate Factory,7.4,798
253,7000000,"['Adventure', 'Action', 'Thriller']","[{""id"": 212, ""name"": ""london england""}, {""id"": 242, ""name"": ""new york""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 392, ""name"": ""england""}, {""id"": 470, ""name"": ""spy""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2591, ""name"": ""tarot cards""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 3185, ""name"": ""crocodile""}, {""id"": 3266, ""name"": ""jamaica""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3390, ""name"": ""motorboat""}, {""id"": 3391, ""name"": ""drug smuggle""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 3393, ""name"": ""tombstone""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,30.465138,1973-07-05,161777836,121.0,Roger Moore is James Bond.,Live and Let Die,6.4,533
254,207000000,"['Adventure', 'Drama', 'Action']","[{""id"": 774, ""name"": ""film business""}, {""id"": 776, ""name"": ""screenplay""}, {""id"": 837, ""name"": ""show business""}, {""id"": 886, ""name"": ""film making""}, {""id"": 887, ""name"": ""film producer""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1299, ""name"": ""monster""}, {""id"": 1551, ""name"": ""indigenous""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 12616, ""name"": ""dinosaur""}]",en,61.22601,2005-12-14,550000000,187.0,The eighth wonder of the world.,King Kong,6.6,2337
261,3000000,"['Drama', 'Romance']","[{""id"": 30, ""name"": ""individual""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 787, ""name"": ""mississippi""}, {""id"": 894, ""name"": ""depression""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 33457, ""name"": ""alcoholic""}]",en,16.553594,1958-02-17,17570324,108.0,Just one pillow on her bed ... and just one desire in her heart!,Cat on a Hot Tin Roof,7.6,165
268,35000000,"['Fantasy', 'Action']","[{""id"": 848, ""name"": ""double life""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 851, ""name"": ""dual identity""}, {""id"": 852, ""name"": ""chemical""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 855, ""name"": ""fictional place""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 163455, ""name"": ""super powers""}]",en,44.104469,1989-06-23,411348924,126.0,Have you ever danced with the devil in the pale moonlight?,Batman,7.0,2096
272,150000000,"['Action', 'Crime', 'Drama']","[{""id"": 486, ""name"": ""himalaya""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 853, ""name"": ""crime fighter""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10044, ""name"": ""tragic hero""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 173719, ""name"": ""haunted by the past""}, {""id"": 179095, ""name"": ""evil doctor""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 206694, ""name"": ""master villain""}, {""id"": 206700, ""name"": ""fighting crime""}, {""id"": 206709, ""name"": ""unfulfillment""}, {""id"": 206715, ""name"": ""love and romance""}, {""id"": 206716, ""name"": ""unfulfilled love""}]",en,115.040024,2005-06-10,374218673,140.0,Evil fears the knight.,Batman Begins,7.5,7359
274,19000000,"['Crime', 'Drama', 'Thriller']","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 8087, ""name"": ""horror""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12565, ""name"": ""psychological thriller""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33872, ""name"": ""animal in cast credits""}, {""id"": 208048, ""name"": ""cannibalism""}]",en,18.174804,1991-02-01,272742922,119.0,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,8.1,4443
277,22000000,"['Fantasy', 'Action', 'Thriller']","[{""id"": 810, ""name"": ""budapest""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 4198, ""name"": ""descendant""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 34136, ""name"": ""blunt""}, {""id"": 231407, ""name"": ""fang vamp""}]",en,81.829237,2003-09-19,95708457,121.0,Underworld,Underworld,6.6,2512
278,25000000,"['Drama', 'Crime']","[{""id"": 378, ""name"": ""prison""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 2885, ""name"": ""prison cell""}, {""id"": 4779, ""name"": ""delinquent""}, {""id"": 8622, ""name"": ""parole board""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 12662, ""name"": ""wrongful imprisonment""}, {""id"": 180172, ""name"": ""framed for murder""}, {""id"": 207883, ""name"": ""1940s""}]",en,136.747729,1994-09-23,28341469,142.0,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,8.5,8205
279,18000000,"['Drama', 'History', 'Music']","[{""id"": 131, ""name"": ""italy""}, {""id"": 1233, ""name"": ""composer""}, {""id"": 2199, ""name"": ""opera""}, {""id"": 2276, ""name"": ""talent""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9649, ""name"": ""god""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 18267, ""name"": ""vienna austria""}, {""id"": 155624, ""name"": ""envy""}, {""id"": 160279, ""name"": ""18th century""}]",en,31.82675,1984-10-26,51973029,160.0,...Everything you've heard is true,Amadeus,7.8,1076
280,100000000,"['Action', 'Thriller', 'Science Fiction']","[{""id"": 679, ""name"": ""cyborg""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14946, ""name"": ""fictional war""}, {""id"": 160131, ""name"": ""morphing""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 162532, ""name"": ""shape shifter""}, {""id"": 175468, ""name"": ""savior""}, {""id"": 175472, ""name"": ""catch phrase""}]",en,101.74155,1991-07-01,520000000,137.0,It's nothing personal.,Terminator 2: Judgment Day,7.7,4185
284,3000000,"['Comedy', 'Drama', 'Romance']","[{""id"": 242, ""name"": ""new york""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1440, ""name"": ""spaghetti""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1487, ""name"": ""tennis racket""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,22.889294,1960-06-15,25000000,125.0,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483
285,300000000,"['Adventure', 'Fantasy', 'Action']","[{""id"": 270, ""name"": ""ocean""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 1319, ""name"": ""east india trading company""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5740, ""name"": ""alliance""}, {""id"": 5941, ""name"": ""calypso""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 6211, ""name"": ""fighter""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 157186, ""name"": ""swashbuckler""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",en,139.082615,2007-05-19,961000000,169.0,"At the end of the world, the adventure begins.",Pirates of the Caribbean: At World's End,6.9,4500
288,730000,['Western'],"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 11207, ""name"": ""u.s. marshal""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 18522, ""name"": ""one against many""}, {""id"": 166552, ""name"": ""quick draw""}, {""id"": 174244, ""name"": ""brawl""}, {""id"": 188907, ""name"": ""street shootout""}]",en,18.644023,1952-03-27,8000000,85.0,The story of a man who was too proud to run.,High Noon,7.6,334
289,878000,"['Drama', 'Romance']","[{""id"": 128, ""name"": ""love triangle""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 470, ""name"": ""spy""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1623, ""name"": ""casablanca""}, {""id"": 1625, ""name"": ""emigration""}, {""id"": 1626, ""name"": ""visa""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1628, ""name"": ""nationalism""}, {""id"": 1631, ""name"": ""concentration camp""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10644, ""name"": ""melodrama""}, {""id"": 195402, ""name"": ""film noir""}]",en,43.729123,1942-11-26,10462500,102.0,They had a date with fate in Casablanca!,Casablanca,7.9,1422
296,200000000,"['Action', 'Thriller', 'Science Fiction']","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 2732, ""name"": ""rocket launcher""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2735, ""name"": ""veterinarian""}, {""id"": 2736, ""name"": ""fire engine""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 15106, ""name"": ""psychiatrist""}]",en,69.405188,2003-07-02,435000000,109.0,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,2143
297,90000000,"['Fantasy', 'Drama', 'Mystery']","[{""id"": 314, ""name"": ""life and death""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 978, ""name"": ""broken engagement""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 33626, ""name"": ""millionaire""}]",en,36.069611,1998-11-12,142940100,178.0,Sooner or later everyone does.,Meet Joe Black,6.9,1147
298,85000000,"['Crime', 'Thriller']","[{""id"": 585, ""name"": ""casino""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 159772, ""name"": ""pretending to be rich""}, {""id"": 159783, ""name"": ""labor strike""}]",en,42.069993,2007-06-07,311312624,122.0,What are the odds of getting even? 13 to one.,Ocean's Thirteen,6.5,1999
