id,budget,genres,keywords,original_language,popularity,release_date,revenue,runtime,tagline,title,score,vote_count
1573,70000000,"['Action', 'Thriller']","['ambush', 'helicopter', 'journalist', 'based on novel', 'airport', 'hand grenade', 'fistfight', 'cop', 'sequel', 'snow', 'dulles international airport', 'shootout', 'officer involved shooting', 'terrorism', 'explosion', 'church', 'violence', 'sabotage', 'walkie talkie', 'swat team', 'air traffic control', 'commando unit', 'snowmobile']",en,57.69847,1990-07-02,240031094,124.0,Die Harder,Die Hard 2,6.6,1896
1574,45000000,"['Action', 'Comedy', 'Crime', 'Drama', 'Music']","['chicago', 'based on stage musical', 'prison matron', 'jazz age', 'nude man murdered']",en,32.217425,2002-12-26,306776732,113.0,"If You Can't Be Famous, Be Infamous",Chicago,6.9,677
1576,33000000,"['Horror', 'Action', 'Science Fiction']","['undercover', 'mutant', 'dystopia', 'conspiracy', 'zombie', 'based on video game']",en,40.715623,2002-03-15,102984862,100.0,A secret experiment. A deadly virus. A fatal mistake.,Resident Evil,6.4,2065
1577,45000000,"['Horror', 'Action', 'Science Fiction']","['martial arts', 'mutant', 'dystopia', 'rescue', 'conspiracy', 'evil corporation', 'zombie', 'based on video game']",en,29.880122,2004-09-10,129394835,94.0,You're all going to die.,Resident Evil: Apocalypse,6.1,1267
1579,40000000,"['Action', 'Adventure', 'Drama', 'Thriller']","['loss of family', 'solar eclipse', 'slavery', 'jaguar', 'village', 'maya civilization', 'forest', 'tribe', 'human sacrifice', 'central america', 'maya', 'ancient civilization', 'yucatec maya language']",en,41.570047,2006-12-07,120175290,139.0,No one can outrun their destiny.,Apocalypto,7.3,1221
1581,85000000,"['Comedy', 'Romance']","['holiday', 'london england', 'film making', 'christmas party', 'country house', 'room exchange', 'surrey', 'romantic comedy', 'los angeles', 'multiple storylines', 'woman director', 'christmas']",en,44.967453,2006-12-08,194168700,136.0,It's Christmas Eve and we are going to go celebrate being young and being alive.,The Holiday,6.7,1225
1584,35000000,"['Comedy', 'Music']","['rock and roll', 'rock', 'high school', 'music band']",en,43.057323,2003-10-03,131282949,108.0,He just landed the gig of his life: 5th grade.,School of Rock,6.7,1414
1585,3180000,"['Drama', 'Family', 'Fantasy']","['holiday', 'angel', 'based on novel', 'bank', 'suicide attempt', 'small town', 'christmas tree', 'great depression', 'christmas eve', 'feel-good ending', 'guardian angel', 'christmas']",en,42.868495,1946-12-20,9644124,130.0,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8.0,1076
1586,40000000,"['Thriller', 'Mystery']","['alcohol', 'adultery', 'detective', 'mississippi', 'jealousy', 'isolation', 'paranoia', 'motel', 'window', 'nightmare', 'letter', 'ax', 'notebook', 'police', 'murder', 'mystery', 'arson', 'writer', 'divorce']",en,32.908414,2004-03-12,92913171,96.0,The most important part of a story is the ending.,Secret Window,6.4,972
1587,11000000,"['Romance', 'Drama']","['brother brother relationship', 'mentally disabled', 'iowa', 'widow', 'dysfunctional family', 'independent film']",en,33.282794,1993-12-17,30000000,118.0,A film about the love you find...In the last place you look.,What's Eating Gilbert Grape,7.5,919
1588,28000000,['Comedy'],"['cheerleader', 'sport', 'high school', 'teenage girl', 'cheerleading', 'cheering crowd', 'duringcreditsstinger']",en,14.754281,2000-08-25,90449929,98.0,May the best moves win.,Bring It On,5.8,568
1593,110000000,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['museum', 'skeleton', 'night shift', 'chaos', 'genghis khan', 'maya civilization', 'natural history', 'theodore roosevelt', 'dinosaur', ""based on children's book"", 'magical object', 'security guard', 'duringcreditsstinger', 'inanimate objects coming to life']",en,48.780039,2006-10-20,574480841,108.0,Where History Comes To Life,Night at the Museum,6.3,2862
1597,55000000,"['Comedy', 'Romance']","['cia', 'airport', 'cat', 'jew', 'orderly', 'airplane', 'father-in-law', 'epistaxis', 'daughter', 'lost baggage', 'urn', 'pavilion', 'volleyball', 'hospital', 'wedding']",en,29.97224,2000-10-06,330444045,108.0,First comes love. Then comes the interrogation.,Meet the Parents,6.6,1698
1598,35000000,"['Crime', 'Thriller']","['prison', 'child abuse', 'rape', 'small town', 'daughter', 'police', 'revenge', 'lawyer', 'cigar smoking', 'fear', 'dog', 'rapist']",en,27.714043,1991-11-15,182300000,128.0,There is nothing in the dark that isn't there in the light. Except fear.,Cape Fear,7.0,675
1620,24000000,"['Action', 'Crime', 'Drama', 'Thriller']","['assassin', 'secret identity', 'intelligence', 'soviet union', 'russia', 'celibacy', 'hitman', 'secret society', 'power', 'power takeover', 'adversary', 'government', 'execution', 'violence', 'killer', 'based on video game', 'secret formula']",en,42.669304,2007-11-21,99965753,89.0,Assassin 47,Hitman,5.9,966
1621,40600000,['Comedy'],"['christmas tree', 'from rags to riches', 'broker', 'beggar', 'dollar', 'wager', 'fish out of water', 'millionaire', 'commodities', 'investor', 'big shot', 'hoodlum', 'wrongful arrest', 'santa hat']",en,34.022209,1983-06-07,90400000,116.0,Some very funny business.,Trading Places,7.1,738
1624,45000000,['Comedy'],"['california', 'workaholic', 'birthday', 'lie', 'pregnancy and birth', 'wish', '1990s']",en,26.721386,1997-03-21,181000000,86.0,Trust me.,Liar Liar,6.4,1424
1635,126000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['clone', 'transplantation', ""love of one's life"", 'dystopia', 'genetics', 'freedom', 'escape', 'cloning', 'plague']",en,37.68056,2005-07-20,162949164,136.0,Your time will come...,The Island,6.5,1770
1636,48000000,"['Fantasy', 'Comedy', 'Romance']","[""love of one's life"", 'mephisto', 'wish', 'sale of soul', 'pact with the devil', 'teuflisch']",en,19.348007,2000-10-19,90383208,93.0,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,5.6,512
1637,30000000,"['Action', 'Adventure', 'Crime']","['bomb', 'airport', 'bus', 'bus ride', 'highway', 'bomb planting']",en,49.526736,1994-06-09,350448145,116.0,Get ready for rush hour,Speed,6.8,1783
1639,160000000,"['Action', 'Adventure', 'Thriller']","['boat', 'cruise', 'computer', 'disaster', 'diamond', 'collision course']",en,23.336875,1997-06-13,164508066,121.0,"As the stakes get higher, the ride gets even faster.",Speed 2: Cruise Control,4.1,434
1640,6500000,['Drama'],"['race politics', 'daughter', 'installer', 'police', 'fall', 'car crash', 'racism', 'los angeles', 'bigotry', 'social services', 'collision']",en,28.223163,2004-01-13,98410061,112.0,You think you know who you are. You have no idea.,Crash,7.2,1149
1642,22000000,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']","['cheating', 'new identity', 'computer virus', 'chase', 'computer', 'stalking']",en,23.218144,1995-07-28,110627965,114.0,"No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.",The Net,5.6,354
1645,40000000,"['Crime', 'Drama', 'Thriller']","['ku klux klan', 'rape', 'mississippi', 'jurors', 'blackmail', 'attempted murder', 'forgiveness', 'court', 'shooting', 'murder', 'suspense', 'lawyer', 'trial', 'courtroom', 'racial tension', 'kkk', 'racial issues', 'courtroom drama']",en,25.219805,1996-07-24,152266007,149.0,Experience a time you'll never forget.,A Time to Kill,7.0,509
1646,21000000,"['Crime', 'Drama']","['black people', 'based on novel', 'holocaust', 'ghetto', 'diary', 'principal witness ', 'biography', 'daughter', 'high school', 'racial segregation', 'anne frank', 'school excursion', 'idealism', 'violence in schools', 'racial tension', 'gang violence', 'based on true events']",en,17.746981,2007-01-05,41170784,123.0,Their story. Their world. Their future.,Freedom Writers,7.5,356
1648,10000000,"['Adventure', 'Comedy', 'Science Fiction']","['jealousy', 'journey in the past', 'sigmund freud', 'time travel', 'heavy metal', 'socrates', 'billy the kid', 'school presentation', 'rhinoceros', 'phone booth', 'world peace', 'past', 'history', 'metal', 'best friend', 'napoleon bonaparte']",en,25.929893,1989-02-17,40485039,90.0,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,6.7,454
1656,75000000,"['Action', 'Adventure']","['california', 'spy', 'father son relationship', 'mexico', 'hero', 'marriage crisis', 'sword fight', 'divorce', 'american civil war']",en,31.054334,2005-10-24,142400065,129.0,The original caped crusader is back!,The Legend of Zorro,5.9,893
1667,8000000,"['Documentary', 'Family']","['parents kids relationship', 'penguin', 'brood', 'autonomy', 'egg', 'survival', 'snow', 'antarctic']",fr,17.537154,2005-01-26,127392239,80.0,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,358
1669,30000000,"['Action', 'Adventure', 'Thriller']","['submarine', 'cold war', 'russian', 'defection', 'jack ryan']",en,46.212155,1990-03-02,199200000,134.0,Invisible. Silent. Stolen.,The Hunt for Red October,7.2,957
1677,40000000,"['Drama', 'Music']","['black people', 'soul', 'country music', 'loss of brother', '1970s', 'jazz', 'blindness and impaired vision', 'georgia', 'overdose', 'bus ride', 'record producer', 'biography', 'from rags to riches', 'childhood trauma', 'gospel', 'indianapolis', 'record label', 'recording studio']",en,21.743321,2004-10-29,124731534,152.0,The extraordinary life story of Ray Charles.,Ray,7.2,467
1683,40000000,['Horror'],"['river', 'miracle', 'bible', 'louisiana', 'frog', 'grasshopper', 'faith']",en,13.445697,2007-04-05,62771059,99.0,What Hath God Wrought?,The Reaping,5.4,205
1685,3000000,"['Adventure', 'Science Fiction', 'Mystery']","['mutant', 'dystopia', 'survivor', 'astronaut', 'ape', 'science', 'worship']",en,24.393296,1970-05-01,18999718,95.0,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,Beneath the Planet of the Apes,6.2,361
1687,2500000,"['Action', 'Science Fiction']","['spacecraft', 'pacifism', 'human being', 'cage', 'dystopia', 'politician', 'chimpanzee', 'tease', 'caving']",en,18.30961,1971-05-20,12348905,98.0,Meet baby Milo who has Washington terrified.,Escape from the Planet of the Apes,6.3,264
1688,1700000,"['Action', 'Science Fiction']","['circus', 'pet', 'human being', 'dystopia', 'insurrection', 'army', 'ape']",en,18.828683,1972-06-29,9700000,88.0,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,Conquest of the Planet of the Apes,6.1,236
1690,4800000,['Horror'],"['bathroom', 'sex', 'amsterdam', 'europe', 'brothel', 'slovakia', 'backpacker', 'horror', 'gore', 'blood', 'torture', 'business card', 'doberman', 'hostel', 'surgery', 'elite club', 'fingers']",en,38.83192,2005-01-06,80578934,94.0,Welcome To Your Worst Nightmare,Hostel,5.7,887
1691,10200000,['Horror'],"['prague', 'bratislava', 'castration', ""ladies' man"", 'student', 'torture', 'penis', 'torture porn']",en,20.745052,2007-06-08,35619521,93.0,Americans...they have no imagination.,Hostel: Part II,5.6,453
1701,75000000,"['Action', 'Thriller', 'Crime']","['prison', 'ambush', 'helicopter', 'airport', 'gas station', 'undercover', 'mexican standoff', 'bravery', 'hijacking', 'escape', 'shootout', 'u.s. marshal', 'las vegas', 'explosion', 'brutality', 'violence', 'convict', 'desert', 'war hero', 'dea agent', 'motorcycle chase']",en,45.154631,1997-06-01,224012234,115.0,They were deadly on the ground; Now they have wings,Con Air,6.5,1270
1705,1700000,"['Action', 'Science Fiction']","['post-apocalyptic', 'dystopia', 'ape']",en,13.315383,1973-06-15,8844595,93.0,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,5.5,215
1724,150000000,"['Science Fiction', 'Action', 'Adventure']","['new york', 'rio de janeiro', 'marvel comic', 'superhero', 'based on comic book', 'on the run', 'fugitive', 'super soldier', 'tony stark', 'virginia', 'military', 'hulk', 'marvel cinematic universe', 'angry', 'bruce banner']",en,62.898336,2008-06-12,163712074,114.0,You'll like him when he's angry.,The Incredible Hulk,6.1,3021
1725,6000000,"['Crime', 'Drama', 'Music']","['slum', 'street gang', 'love at first sight', 'showdown', 'puerto rican', 'immigrant', 'highway', 'forbidden love', 'musical', 'rivalry', 'feud', 'interracial relationship', 'sondheim', 'attempted rape', 'policeman', 'based on stage musical', 'obsessive love', 'lifting female in air', 'young love', 'modern day adaptation', 'shakespeare in modern dress']",en,23.431117,1961-10-18,43656822,152.0,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,7.0,389
1726,140000000,"['Action', 'Science Fiction', 'Adventure']","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",en,120.725053,2008-04-30,585174222,126.0,Heroes aren't born. They're built.,Iron Man,7.4,8776
1729,55000000,"['Action', 'Adventure', 'Fantasy']","['tempel', 'shaolin', 'teenager', 'urination', 'staff', 'warrior', 'monkey king']",en,17.097041,2008-04-18,127906624,104.0,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,6.3,461
1734,98000000,"['Adventure', 'Action', 'Fantasy']","['son', 'ancient egypt', 'bracelet']",en,41.862983,2001-04-28,433013274,130.0,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,6.0,2206
1771,140000000,"['Action', 'Adventure', 'Science Fiction']","['new york', 'usa', 'world war ii', 'nazis', 'marvel comic', 'superhero', 'based on comic book', 'nazi germany', 'period drama', 'brooklyn new york city', 'captain america', 'aftercreditsstinger', 'marvel cinematic universe', '3d']",en,74.506246,2011-07-22,370569774,124.0,When patriots become heroes,Captain America: The First Avenger,6.6,7047
1777,6000000,['Documentary'],"['usa president', 'jihad', 'saudi arabia', 'war on terror', 'iraq', 'government', 'war', 'steel helmet', 'conspiracy theory']",en,16.20985,2004-06-25,119114517,122.0,Controversy... what controversy?,Fahrenheit 9/11,6.8,397
1781,1000000,['Documentary'],"['climate change', 'greenhouse effect', 'climate', 'earth', 'global warming', 'politics', 'truth', 'crisis', 'nature', 'environment', 'science', 'audience']",en,14.139004,2006-01-24,46243000,100.0,By far the most terrifying film you will ever see.,An Inconvenient Truth,6.7,251
1792,55000000,['Comedy'],"['sex', 'dancer', 'martial arts', 'cook', 'stripper', 'love', 'bully', 'hollywood', 'twins', 'flashback', 'freak', 'actor', 'anxiety', 'conjoined', 'siamese']",en,8.802525,2003-12-10,33828318,118.0,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,5.1,188
1813,57000000,"['Drama', 'Horror', 'Mystery', 'Thriller']","['child abuse', 'southern usa', 'obsession', 'subway', 'nudity', 'bible', 'seduction', 'hallucination', 'ambition', ""devil's son"", 'marriage crisis', 'pact with the devil', 'crooked lawyer', 'evil spirit', 'satan', 'religion', 'lust', 'courtroom', 'temptation', 'law firm', 'manhattan, new york city', 'seven deadly sins', 'ethics', 'gainesville florida']",en,33.8473,1997-10-17,152944660,144.0,Evil has its winning ways.,The Devil's Advocate,7.2,1374
1817,13000000,"['Thriller', 'Drama']","['terrorist', 'phone booth', 'psychopath']",en,38.018085,2002-09-09,97837138,81.0,No options. No lies. No fear. No deals. Just keep talking.,Phone Booth,6.7,1062
1819,54000000,"['Comedy', 'Romance']","['roommate', ""love of one's life"", 'newlywed']",en,18.600367,2006-07-14,130431368,108.0,Two's company. Dupree's a crowd.,"You, Me and Dupree",5.4,407
1824,75000000,"['Comedy', 'Romance']","['deja vu', 'amnesia', 'hawaii', 'ladykiller', 'romantic comedy']",en,61.437586,2004-02-13,196482882,99.0,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,2105
1830,42000000,"['Crime', 'Drama', 'Thriller']","['cold war', 'weapon', 'arms dealer']",en,34.828241,2005-09-16,24127895,122.0,"Where there's a will, there's a weapon",Lord of War,7.0,1335
1832,10000000,"['Fantasy', 'Comedy', 'Adventure']","['angel', 'wisconsin', 'church service', 'church', 'aftercreditsstinger', 'duringcreditsstinger']",en,14.543435,1999-11-12,30652890,130.0,It can be Hell getting into Heaven,Dogma,6.8,823
1833,40000000,"['Drama', 'Romance']","['gay', 'sex', 'aids', 'musical', 'hiv', 'based on play', 'african american', 'rock opera', 'missing person', 'hiv positive', 'home movie', 'mugging', 'telephone call \xa0', 'lower east side']",en,10.433667,2005-11-23,31670620,135.0,No day but today.,Rent,6.7,155
1844,66000000,"['Romance', 'Drama', 'Mystery']","['london england', ""new year's eve"", 'skyscraper', 'burglar', 'distrust', 'undercover', 'blackmail', 'nudity', 'thief', 'heist', 'older man younger woman relationship', 'art thief', 'criminal', 'art theft', 'millennium', 'manhattan, new york city', 'gala', 'kuala lumpur malaysia']",en,25.877794,1999-04-29,212404396,112.0,The trap is set.,Entrapment,6.0,602
1850,82000000,"['Comedy', 'Drama', 'Romance']","['show business', 'comedian', 'wrestling']",en,24.444186,1999-12-22,47434430,118.0,"Hello, my name is Andy and this is my movie.",Man on the Moon,6.9,435
1852,63000000,"['Drama', 'History', 'Thriller']","['terror', 'runaway', 'alarm clock', 'hero', 'firemen', 'fire engine', 'war on terror', 'rescue', 'marine', 'hospital', 'trapped', 'rubble', 'rescue team']",en,24.697533,2006-08-09,162945894,128.0,The world saw evil that day. Two men saw something else.,World Trade Center,5.9,447
1858,150000000,"['Adventure', 'Science Fiction', 'Action']","['destroy', 'transformation', 'alien', 'based on toy', 'transformers', 'robot', 'duringcreditsstinger', 'teenage hero']",en,25.468493,2007-06-27,709709780,144.0,Their war. Our world.,Transformers,6.6,4040
1865,380000000,"['Adventure', 'Action', 'Fantasy']","['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']",en,135.413856,2011-05-14,1045713802,136.0,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,6.4,4948
1878,18500000,"['Adventure', 'Drama', 'Comedy']","['gonzo journalist', 'sweaty face', 'fake identity', 'wedding chapel', 'grapefruit', 'cadillac convertible', 'gibberish', 'corvette stingray', 'police convention']",en,44.511363,1998-05-22,10680275,118.0,"Buy the ticket, take the ride.",Fear and Loathing in Las Vegas,7.2,1301
1885,8000000,['Drama'],"['flat', 'taskmaster', 'karate', 'egg', 'kids and family', 'motorcycle']",en,28.456572,1984-06-22,90815558,126.0,Only the 'Old One' could teach him the secrets of the masters.,The Karate Kid,6.9,891
1887,40000000,"['Drama', 'History']","['shoe', 'voice over', 'rite', 'theatre audience', 'bride and groom', 'death of king', 'applause', 'woman director']",en,22.364549,2006-05-24,60474340,123.0,Rumor. Scandal. Fame. Revolution.,Marie Antoinette,6.5,642
1891,18000000,"['Adventure', 'Action', 'Science Fiction']","['rebel', 'android', 'asteroid', 'space battle', 'snow storm', 'space colony', 'spaceship', 'lightsaber', 'jedi', 'good vs evil', 'rebellion', 'the force', 'space opera', 'stormtrooper', 'wookie', 'jedi master', 'jedi training', 'droid']",en,78.51783,1980-05-17,538400000,124.0,The Adventure Continues...,The Empire Strikes Back,8.2,5879
1892,32350000,"['Adventure', 'Action', 'Science Fiction']","['rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']",en,46.509071,1983-05-23,572700000,135.0,The Empire Falls...,Return of the Jedi,7.9,4665
1893,115000000,"['Adventure', 'Action', 'Science Fiction']","['prophecy', 'senate', 'queen', 'taskmaster', 'galaxy', 'apprentice', 'taxes', 'space opera']",en,54.035265,1999-05-19,924317558,136.0,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,6.3,4432
1894,120000000,"['Adventure', 'Action', 'Science Fiction']","['senate', 'investigation', 'army', 'death star', 'jedi', 'cult figure', 'wedding', 'violence', 'kendo', 'laser gun', 'space opera', 'spaceport', 'teenage rebellion', 'good becoming evil', 'alien race', 'mechanical hand', 'yoda']",en,43.987061,2002-05-15,649398328,142.0,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,6.4,3992
1895,113000000,"['Science Fiction', 'Adventure', 'Action']","['showdown', 'death star', 'vision', 'cult figure', 'hatred', 'dream sequence', 'expectant mother', 'space opera', 'chancel', 'childbirth', 'galactic war']",en,44.108427,2005-05-17,850000000,140.0,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4116
1900,48000000,"['Thriller', 'Drama', 'Crime']","['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']",en,25.170217,2000-12-27,207515725,147.0,No one gets away clean,Traffic,6.9,562
1903,68000000,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']","['amnesia', 'ex-girlfriend', 'virtual reality']",en,27.299301,2001-12-10,203388341,136.0,"Forget everything you know, and open your eyes.",Vanilla Sky,6.5,1078
1904,85000000,"['Drama', 'History', 'Romance']","['japan', 'prostitute', 'sister sister relationship', 'brothel', 'world war ii', 'geisha']",en,16.595874,2005-12-06,162242962,145.0,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",Memoirs of a Geisha,7.3,652
1907,40000000,"['Drama', 'Adventure', 'Romance', 'Thriller']","['hippie', 'exotic island', 'beach', 'map', 'group dynamics', 'shark attack', 'leader', 'thailand', 'community', 'backpacker', 'delusion', 'marijuana', 'youth', 'shark', 'extramarital affair']",en,41.362082,2000-02-11,144056873,119.0,Somewhere on this planet it must exist.,The Beach,6.3,1233
1909,25000000,"['Romance', 'Drama', 'Comedy']","['sex addiction', 'love', 'mental institution', 'patient', 'psychiatrist', 'don juan']",en,8.870614,1994-10-01,22200000,97.0,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.2,183
1911,160000000,"['Adventure', 'Fantasy', 'Action']","['witch', 'cave', 'arabian', 'scandinavia', 'bagdad', 'viking', 'iraq', 'war', 'mission']",en,27.220157,1999-08-27,61698899,102.0,Prey for the living.,The 13th Warrior,6.4,510
1913,12806000,['Drama'],"['brother brother relationship', 'paraplegic', 'intensive care', 'ladykiller', 'wheelchair', 'dying and death', 'biography', 'galicia', 'bathing accident', 'freedom', 'romance', 'lawyer', 'sailor', 'euthanasia', 'dignity']",es,17.363739,2004-09-03,38535221,125.0,Sensitive Drama About a Polemic Theme,The Sea Inside,7.2,219
1921,40000000,"['Drama', 'Romance']","['workaholic', 'dogsitter']",en,19.372805,2001-02-16,65754228,119.0,She Just Needed A Month To Change His Life For Ever.,Sweet November,6.4,278
1924,55000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['saving the world', 'journalist', 'dc comics', 'crime fighter', 'nuclear missile', 'galaxy', 'superhero', 'based on comic book', 'criminal', 'sabotage', 'north pole', 'midwest', 'kryptonite', 'super powers', 'superhuman strength', 'aftercreditsstinger', 'save the day']",en,48.507081,1978-12-13,300218018,143.0,You'll Believe a Man Can Fly!,Superman,6.9,1022
1927,137000000,"['Drama', 'Action', 'Science Fiction']","['california', 'san francisco', 'monster', 'general', 'gun', 'dna', 'mutation', 'psychology', 'berkeley', 'transformation', 'frog', 'president', 'marvel comic', 'superhero', 'golden gate bridge', 'doctor', 'fear', 'scientist', 'dog', 'desert', 'anger', 'mirror', 'phone', 'military', 'cell', 'hulk', 'superhuman strength', 'repressed memory', 'repression']",en,34.981698,2003-06-19,245360480,138.0,Unleash the hero within,Hulk,5.3,1533
1930,215000000,"['Action', 'Adventure', 'Fantasy']","['loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering', 'social outcast', 'duringcreditsstinger']",en,89.866276,2012-06-27,752215857,136.0,The untold story begins.,The Amazing Spider-Man,6.5,6586
1934,25000000,"['Romance', 'History']","['shakespeare', ""love of one's life"", 'oscar award', 'theatre play', 'theatre group', ""writer's block"", 'theatre milieu', 'author', 'speculative', 'false history']",en,31.792964,1998-12-11,289317794,122.0,Love is the only inspiration.,Shakespeare in Love,6.8,796
1946,15000000,"['Action', 'Thriller', 'Science Fiction', 'Horror']","['video game', 'hacker', 'bodyguard', 'pop star', 'virtual reality', 'dystopia', 'virtual fight']",en,21.928025,1999-04-14,2856712,97.0,Play it. Live it. Kill for it.,eXistenZ,6.7,475
1947,30000000,['Drama'],"['loss of son', 'sheriff', 'wyoming', 'grandfather granddaughter relationship', 'violence against women']",en,6.353971,2005-09-09,18618284,108.0,Every secret takes on a life of its own.,An Unfinished Life,6.7,161
1948,12000000,"['Action', 'Thriller', 'Crime']","['poison', 'helicopter', 'assassin', 'nudity', 'hitman', 'adrenalin', 'fistfight', 'swimming pool', 'revenge', 'shootout', 'motorcycle', 'drug', 'cell phone', 'car chase', 'though guy', 'pharmacy', 'defibrillation', 'hospital gown', 'emergency room', 'aftercreditsstinger', 'sweatshop', 'run', 'epinephrine']",en,47.992817,2006-08-31,42931041,88.0,"There are a thousand ways to raise your adrenaline. Today, Chev Chelios will need every single one.",Crank,6.6,1151
1949,65000000,"['Crime', 'Drama', 'Mystery', 'Thriller']","['california', 'san francisco', 'killing', 'journalist', 'newspaper', 'mass murder', 'planned murder', 'embassy', 'victim', 'threat to death', 'victim of murder', 'code', 'police', 'murder', 'serial killer', 'reporter']",en,51.970905,2007-03-02,84785914,157.0,There's more than one way to lose your life to a killer.,Zodiac,7.3,2023
1954,13000000,"['Science Fiction', 'Thriller']","['amnesia', 'chaos theory', 'blackout', 'time travel', 'flashback']",en,73.307513,2004-01-22,96060858,113.0,"Such minor changes, such huge consequences.",The Butterfly Effect,7.3,2060
1955,5000000,"['Drama', 'History']","['exploitation', 'biography', 'hospital', 'curiosity', 'sideshow', 'disfigurement', 'physical deformity', 'freak', '19th century', 'dignity']",en,30.271066,1980-10-02,26010864,124.0,I am not an animal! I am a human being! I... am... a man!,The Elephant Man,7.9,719
1957,38000000,"['Drama', 'Thriller']","['waitress', 'wife husband relationship', 'violent husband', 'self-defense', 'violence against women', 'suspense', 'marry rich', 'abusive husband']",en,11.500783,2002-05-24,51801187,114.0,Everyone has a limit.,Enough,6.2,264
1961,1500000,"['Comedy', 'Horror']","['parody', 'parallel world']",en,7.5591,2007-10-01,173066,86.0,Fearless! Unstoppable! Ready For His Close-Up!,My Name Is Bruce,5.9,107
1966,155000000,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']","['aristotle', 'egypt', 'greece', 'persia', 'elephant', 'campaign', 'alexander the great', 'homosexuality', 'gay relationship', 'ancient world']",en,39.019229,2004-11-21,167298192,175.0,The greatest legend of all was real.,Alexander,5.6,927
1969,35000000,"['Action', 'Comedy', 'Western', 'Crime']","['mexico', 'bank robber', 'revenge', 'best friend', 'bank robbery', 'bank vault', 'steam locomotive']",es,20.27704,2006-01-18,10496317,93.0,Being BAD never looked so GOOD!,Bandidas,5.8,307
1970,10000000,"['Horror', 'Mystery', 'Thriller']","['male nudity', 'nurse', 'japanese', 'house', 'remake', 'curse', 'old woman', 'catatonia', 'ghost child', 'remake of japanese film']",en,35.695442,2004-10-22,183474602,92.0,It never forgives. It never forgets.,The Grudge,5.8,865
1975,20000000,"['Horror', 'Thriller']","['remake', 'little boy', 'curse']",en,13.906944,2006-10-13,39143839,102.0,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,5.2,283
1979,130000000,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['fire', 'helicopter', 'surfboard', 'mask', 'satellite', 'airplane', 'transformation', 'forest', 'resurrection', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'outer space', 'wedding', 'explosion', 'scientist', 'interrogation', 'double cross', 'fantastic four', 'military', 'earth in peril', 'superhuman strength', 'duringcreditsstinger', 'invisibility', 'silver surfer', 'forcefield', 'elasticity', 'absorbing power']",en,60.810723,2007-06-13,289047763,92.0,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589
